0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,y_train
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1028,413,453,47,28,281,1183,1016,6666,6103,114,3357,458,128,5,7291,31,18,1215,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,112,22,203,5,1533,2578,275,28,116,251,3,750,6590,2730,4,14,5710,198,1,6298,327,76,275,28,12,61,128,9,4,1,382,8890,128,9,1,4,93,149,2250,76,27,925,11,1134,259,10,1,3260,4,3742,76,198,1523,40,27,56,9400,898,21,21,85,89,2178,36,25,104,1,6447,4,1,4,166,3260,8,15,1061,68,551,2394,128,228,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1
11,1757,209,852,6,22,1,377,3858,2,15,39,2676,573,68,1,525,5918,18,5011,4,4709,1706,22,847,5885,5716,151,40,10,847,2130,135,6,14,134,5918,11,6763,11,77,23,129,1,189,650,29,11,129,1104,1,667,5716,236,531,1385,98,1856,56,131,260,821,61,13,94,79,236,16,3125,3126,2429,2101,491,2,257,22,14,150,140,38,52,2,1316,257,1456,16,17,66,4,236,531,8,167,2,13,1038,236,16,340,589,0
53,23,38,73,4116,10,826,6,38,8745,2596,6,1269,7560,9,5,170,525,1077,4010,515,465,1,68,134,11,160,7,34,225,5282,8,18,5,225,190,368,83,11,309,225,608,1269,6800,3,106,309,1077,4010,12,1,266,457,11,1459,22,1,4116,12,461,2,49,14,29,244,921,723,50,425,57,1,824,457,2175,680,22,2623,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
612,1524,142,19,213,6,206,1156,5,546,93,172,25,23,1150,612,1144,21,612,1524,10,53,34,3494,2,759,142,25,563,6,1,379,50,1219,1156,148,55,358,87,3,50,46,431,94,34,867,2352,21,818,22,1133,33,20,25,8409,21,822,100,722,10,1,82,897,6,1,4091,148,8,9,4048,2347,68,3,10,33,20,25,70,1997,2,19,2564,21,1470,1,82,897,27,1,4091,148,8,9,1,440,66,4,1,888,68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1
4,206,285,612,1997,122,872,6,1,1133,4,17,951,633,25,1050,9,3495,21,2984,4,1281,319,5640,417,561,3500,5461,1478,3987,4808,4949,696,1070,4228,7399,5462,4066,3992,6853,3046,3784,173,3595,1,1820,4,14,2149,122,439,194,56,1156,1851,6,2234,3,122,842,657,32,21,5,2749,4,119,1851,115,1,345,379,28,21,58,1,62,14,175,8,1339,6623,1251,20,231,24,4,1,176,2224,3,20,167,2,229,223,1370,530,162,806,1
9,389,1179,228,13,1904,1881,16,1904,2544,3532,227,602,137,107,105,37,137,107,65,132,35,195,65,132,35,65,74,137,107,1807,4379,4380,1,288,8,76,90,57,25,146,803,3071,3018,2015,13,1807,35,2959,4199,14,184,35,52,8,326,27,1881,1,1162,217,466,1400,9,285,389,2090,371,3,757,9,389,1179,228,13,1904,1881,16,1904,2544,3532,227,602,137,107,105,37,137,107,65,132,35,195,65,132,35,65,74,137,107,0
3210,9,6984,267,2329,50,71,13,26,832,319,349,342,163,113,5347,1391,2,1146,967,393,2352,349,138,25,7278,1070,50,721,13,26,832,319,349,342,163,9285,1265,3,118,1604,20,530,47,1218,2186,32,387,756,2203,1147,43,224,468,1147,43,224,9667,72,69,1099,1637,832,319,257,22,119,637,1203,409,1,339,186,96,247,10,7,813,811,1,189,72,69,120,24,7,213,2,821,14,208,13,37,832,319,349,692,1044,5254,692,0
1090,413,404,501,693,485,47,1048,503,1283,235,41,88,1177,3166,1652,413,375,356,485,1147,47,3302,163,3302,163,4117,1177,12,648,1177,235,225,9185,37,4193,1177,235,778,37,225,9185,37,4193,1177,235,778,225,43,225,43,9,225,7011,31,7011,1177,7011,202,252,225,1846,1177,1846,131,1177,1813,1846,1813,131,9185,1813,131,9185,37,235,3253,1177,12,9185,1846,3429,9185,1846,235,857,105,37,235,857,287,16,195,1186,287,16,99,74,235,857,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,26,622,16,79,31,2571,176,47,281,281,224,273,102,2936,13,26,622,16,839,5021,789,1698,1,789,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,423,1171,928,52,910,2201,17,109,9,24,418,24,179,325,31,258,52,383,6822,17,372,513,471,3,468,14,82,335,2,5,3970,30,401,7,2,956,17,372,681,154,200,120,962,295,219,72,69,509,25,685,771,492,670,2493,360,15,1,380,3,334,7,449,2,379,7988,6588,5950,7089,577,6123,1
1648,6,940,793,261,34,19,5593,15,1047,396,4633,7508,365,1,139,24,18,7610,21,6,511,1,6307,6,6551,8,44,3680,92,12,8,15,166,396,107,18,285,2534,2112,34,476,7558,21,4,5,170,22,535,5593,6713,6432,1,6551,146,106,119,115,1,675,170,3,1083,559,3533,2,2416,10,1,3121,170,8,1,189,24,1,382,5,567,4166,4,14,559,875,8,5,4113,4,1,170,67,8,3300,24,38,13,1198,9,1,170,0
2850,199,213,11,160,12,8,982,1215,2099,982,2802,36,11,34,25,621,541,10,10,166,189,261,20,437,6,1,2933,1580,1287,1633,71,55,25,87,5,704,229,2,5280,6,5,212,11,2789,117,866,115,2933,106,157,5280,8,68,1633,83,90,87,5,212,230,1,249,632,795,433,3,1,272,1580,579,54,488,230,1,1580,8,54,61,5280,738,19,1633,312,9,5,212,6305,136,37,105,37,13,65,296,35,99,74,136,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,112,22,1163,1164,1327,482,63,58,5,1218,173,7,91,1123,836,270,2,1,482,36,53,3196,6,3,5444,1728,360,49,7,49,10,49,7,1340,209,75,28,1,272,2017,259,121,302,2,4574,2983,3,7,57,23,2,4229,111,3,2,479,101,63,7,127,58,2905,23,7,358,1155,18,6096,0
16,8114,835,2,45,6409,960,4,1878,31,95,111,1,249,478,185,33,23,38,1779,143,3,20,1307,2,2024,3,2036,128,420,3200,1139,6,503,1666,13,26,3530,16,8114,33,20,5,485,248,266,477,516,200,20,7,1307,2,2553,20,7,1109,2,178,15,1,3401,4,1,288,92,33,130,7,474,79,15,1,255,347,9,56,82,50,1208,3392,13,26,3530,16,8114,2,19,329,22,14,37,181,2,26,3530,16,8114,215,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1027,202,413,47,1145,438,1039,114,8306,1280,4432,39,8289,4285,2627,300,6,41,185,83,32,7,49,15,12,8,15,3,1311,2574,1,7765,24,7564,1070,3,11,129,5,505,450,220,2736,360,59,15,3248,223,51,147,24,5,9,111,31,88,185,89,92,1,1053,1076,7544,77,3064,51,29,118,2957,4610,130,691,3,62,1220,300,312,250,181,3575,256,16,99,74,191,0
4,411,1,1120,4,1,270,8,58,1,2087,4,2119,22,2,32,3511,4542,15,32,3511,18,3511,4292,51,15,32,3511,50,1106,254,6881,3239,2601,20,156,699,9,25,9477,18,197,89,90,415,2,49,1787,223,6556,277,1314,182,203,5,1533,1,139,2262,2668,1154,1147,2632,792,1857,1942,2669,846,368,12,122,1687,1178,9,118,2734,3,2656,2546,1,277,4,1,177,55,25,87,328,2809,2,544,2316,2735,2810,3,1098,4,1,1749,2811,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,9910,32,1025,9911,1556,9,852,3,762,7400,612,56,1,32,1025,1219,2744,9,852,3,762,7400,612,56,9,315,316,1946,8032,1781,3550,4,1,5049,1786,1722,6367,1722,1709,1722,7401,343,2200,3,3039,8854,169,17,1900,228,2,9350,22,519,2465,409,13,256,16,99,74,191,1
50,5809,685,821,3,4398,5,1284,9,56,61,204,8,356,712,266,3,90,1591,2500,833,6,190,2,48,828,27,32,1,60,75,986,6,36,90,25,5,1919,748,627,110,3,166,10,1385,96,44,79,76,2,733,9,44,6591,2,1,189,739,6,37,36,29,449,2,23,17,52,120,215,22,45,595,100,79,76,246,42,304,150,720,1256,720,42,78,13,26,42,78,99,74,720,9,253,210,82,37,298,307,42,78,1
6307,4101,688,9,166,4021,94,2,66,12,239,826,73,71,8,5,313,935,76,9,5,159,1024,3,29,11,34,48,85,4,119,713,5512,21,34,128,19,4,85,1068,32,1,265,6573,396,1404,217,477,385,3293,14,184,35,52,8,326,27,1881,1,1162,217,466,1400,9,285,389,2090,371,3,757,9,389,1179,228,13,1904,1881,16,1904,2544,3532,227,602,137,107,105,37,137,107,65,132,35,195,65,132,35,65,74,137,107,0
762,1932,748,32,68,375,487,197,48,56,734,782,62,290,79,76,2,169,61,8612,52,120,40,2521,22,38,739,6,37,739,6,37,7993,227,81,3172,3842,7,449,2,19,2243,22,14,37,100,79,76,3,1099,140,2,19,329,29,7,23,1510,2243,3,20,201,550,14,112,7,122,52,45,2125,554,489,33,49,25,5619,144,6,70,2576,21,335,729,7,3841,9,17,2246,541,56,734,15,523,4,478,21,44,4,70,310,1
90,525,910,429,46,48,46,56,56,734,15,70,169,111,336,429,14,3,48,5,3690,2017,9,56,56,18,70,1834,4391,56,2,1,138,222,75,93,813,1,1309,30,19,3780,1320,9,56,28,206,3,206,292,2,56,422,658,2028,2,657,89,422,57,126,7,3,1,2012,698,12,461,331,19,2620,470,2,363,59,18,5,109,1250,2,5164,56,422,115,828,422,91,178,12,54,15,1,1120,4,94,256,16,99,74,191,0
676,265,488,479,86,173,11,142,19,3620,9,60,825,676,61,10,2514,8,1458,3,11,201,331,1177,59,159,156,84,58,17,503,1389,1223,1712,7031,11,201,66,6293,1,5643,4360,20,5533,230,1,1933,2,1922,15,1,1286,34,19,24,418,24,171,416,3,29,17,738,483,314,662,1,1063,2,483,9,101,1163,1164,1327,5151,1468,16,2179,590,367,13,26,5755,16,1468,2410,13,1468,16,1094,20,1584,53,34,68,293,7,1226,2196,0
13,26,1676,16,279,1918,42,21,13,26,1676,16,279,1918,42,864,55,44,942,82,71,8,174,242,71,11,104,328,2140,25,192,440,544,403,10,41,98,419,703,2256,9,1,5012,1684,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,5393,7638,6795,4941,78,13,7638,6795,4941,78,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3235,3418,3418,3418,78,3167,114,5,481,3706,30,49,12,89,92,10,90,5012,942,247,741,38,1542,1780,779,3418,14,8,2097,4370,385,12,40,1079,10,518,3,118,5553,23,87,9062,2097,4370,1066,502,6764,9,682,217,2097,7260,16,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
456,190,190,581,70,945,237,320,5565,10,12,331,161,9810,456,36,1,1112,180,9,342,410,57,113,49,7,437,23,85,266,901,261,201,365,14,585,5566,6,41,602,36,8,1567,40,7941,18,41,545,7942,4756,8,2108,14,184,35,52,8,326,27,819,1018,4,10,189,266,871,219,48,5,60,76,9,56,195,26,1395,16,203,610,203,1418,1419,1420,103,270,105,37,103,270,65,132,35,195,65,132,35,65,74,103,270,0
1993,15,424,110,22,1,144,63,5,1064,77,1494,1890,4,199,1,2974,8,276,569,293,5,687,5,2625,3,9808,19,5070,9,5,1141,36,225,615,15,1979,3,9808,19,5070,9,1,1120,4,145,251,2626,1704,144,2569,146,13,103,97,14,184,35,52,8,326,27,1059,1,834,1293,878,269,62,590,1069,91,57,1330,400,12,6,13,26,1059,16,819,1944,103,270,105,37,103,270,65,132,35,195,65,132,35,65,74,103,270,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9077,7,17,52,120,40,2521,22,5,2356,37,1663,3842,7,449,2,257,22,14,37,100,79,76,3,813,17,154,115,1,215,505,29,7,23,1510,2243,3,20,201,550,14,112,7,122,52,45,2125,554,489,21,286,31,2606,6681,6682,21,540,94,28,6226,6683,4984,134,4385,2777,6684,3092,47,123,280,477,32,387,756,1
7,135,476,3,2535,497,1,808,577,549,4,411,36,1,20,9,942,311,1049,3,32,80,20,239,8,5,718,25,1,675,225,4,660,1236,3556,7,48,18,38,4116,6790,149,1107,4,4504,12,5209,187,83,1,7595,40,333,73,12,77,57,19,15,6792,22,193,46,53,2718,2,1710,12,3,181,9,1,8289,2110,4891,403,2623,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0
2185,393,649,1511,785,2,166,93,49,25,449,2,216,45,377,1042,7,23,3013,6,2,46,21,44,4,45,3177,428,3701,2,19,5038,4,70,377,578,33,122,309,22,62,2,62,33,104,23,3377,1,334,4,38,1159,3381,798,2,5300,37,617,3,850,334,14,8,25,1511,52,29,7,49,25,449,2,216,519,1042,100,79,19,329,22,1,37,100,1011,45,2742,29,7,23,87,284,14,52,6,425,33,2147,32,850,1794,1
360,33,32,23,41,2373,61,157,14,8,46,666,234,11,268,2564,1,2187,4345,9,39,7774,2895,40,232,1266,6,511,18,5,6,39,2187,11,658,57,351,266,1803,365,3,11,34,454,75,1803,152,1,1207,67,8,2981,2,19,265,92,1,871,1986,1,8713,295,8,17,1568,3,17,1946,17,68,1,4,17,1488,50,8691,34,19,9169,470,9,1,687,93,10,27,624,21,9701,13,256,16,99,74,6543,256,16,99,74,191,0
9281,2,619,15,1,1724,4,24,156,2804,2106,11,804,59,18,14,987,4519,9281,4519,2055,3,11,8,977,546,300,312,6,341,7,149,2157,1,4932,4,32,4,14,40,2,540,5,1802,1158,10,135,180,9,60,69,15,38,3366,220,320,860,17,569,36,898,5,2158,4,1126,3,21,7599,323,23,231,9,38,1184,987,668,6326,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,26,622,16,79,171,1322,176,47,108,9827,763,1212,273,102,4359,2770,4721,1,4543,4,7137,398,10,8,60,724,2162,4620,0
0,0,0,0,0,0,0,0,0,0,0,164,1855,682,9482,12,1,31,5359,5523,4,1,2863,1,60,81,3619,3946,1173,554,4061,20,54,4,822,3374,3551,20,1920,36,497,50,2560,71,20,1195,4,1849,7096,119,9,1,6389,2863,2126,856,2254,833,101,6,21,5239,122,19,6,1620,8969,47,1470,54,6,32,2527,1,583,1273,317,8,1033,487,33,23,782,822,3,56,734,9,68,638,607,180,54,14,185,5040,5523,64,257,1484,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1
92,1509,1062,6,125,1666,7,34,216,56,1775,4,5,6190,311,2019,1062,148,7,34,104,1214,2,5,440,559,959,7825,1273,552,5168,29,7,129,2,429,14,79,76,2,48,17,56,1775,4,5,6190,311,2019,1062,148,3,81,517,4,56,208,198,14,1992,6665,13,26,16,436,370,1492,14,184,35,52,8,326,27,299,499,2,537,412,13,299,16,184,103,475,105,37,103,475,65,132,35,195,65,132,35,65,74,103,475,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,740,14,3455,2744,10,2028,852,3,762,4712,888,4,1,4934,1060,79,76,2,629,44,358,1781,234,85,75,20,392,8585,27,888,4,1,4934,1060,61,7,34,4712,888,4,1,4934,1060,2675,3653,17,1296,2001,1338,60,75,674,293,576,10,1085,2237,23,75,4584,2,7,53,738,128,127,2,409,45,509,211,63,704,158,5369,20,1103,58,1247,1
2244,325,1141,431,263,1959,50,985,1735,50,1790,21,1483,1735,286,2815,22,1106,2,1106,5294,59,2,222,3972,6340,6,225,59,3,1404,6341,174,242,375,163,1,2739,686,208,9,1,1017,596,6,1,698,913,54,1,335,347,2,161,54,84,7,34,1411,17,219,800,207,416,685,1674,1217,154,123,120,200,154,295,109,219,133,219,52,120,410,4,19,329,22,14,37,140,38,72,69,2,215,69,1,624,215,6,1,167,190,1
33,23,820,4,1166,441,242,3,117,18,820,4,2168,51,50,672,67,4,45,179,322,7,594,6,33,1075,23,5,204,10,135,1338,17,681,100,79,76,9,45,859,656,33,49,25,3977,21,17,52,120,7,20,25,685,2,813,17,14,8,5,2647,290,22,2647,930,321,541,33,20,3274,6,32,179,301,131,322,2,19,329,22,288,1042,79,76,21,140,38,72,69,2,215,35,33,30,268,8404,52,7,312,729,7,1
631,83,199,2184,9,2614,3362,1380,3362,4996,1048,1044,6761,5576,3362,133,3362,3362,1380,3362,4996,1048,1044,2702,5576,3362,133,3362,287,2261,2702,608,1048,614,142,437,19,1313,1761,6,1,400,652,1096,9,2702,275,28,10,469,175,101,7908,29,83,11,23,85,62,385,9,14,661,661,1244,177,563,489,2633,2634,98,2635,148,3,311,1711,2636,2637,1950,1007,150,1496,219,1212,2638,102,404,404,136,37,105,37,13,65,296,35,99,74,136,37,0
1743,92,1,533,2660,218,6,1,3360,170,8,71,70,134,11,34,5869,14,15,1,4514,3,1805,688,300,7,23,1,2660,827,15,1,1926,1805,220,215,1,4045,131,15,17,3,17,1805,688,3583,55,5,377,341,29,7,225,1,2660,2,11,160,1805,3583,142,23,244,15,10,6288,7256,4657,664,2203,273,26,4657,664,78,468,273,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,202,315,40,5,5131,2056,93,6,5,5146,6,67,1507,3,38,528,1791,149,2917,55,5,5131,285,1036,2089,168,421,3,90,1515,896,2,454,3202,4,4588,6239,1,369,322,2839,9,663,575,55,8479,6,18,110,2,174,12,13,666,16,1928,4434,2,13,26,16,610,306,2499,0
7,1,1482,291,870,4,1,1354,199,2037,25,316,712,21,517,297,5637,24,155,906,3941,24,7,34,1503,7771,17,4318,3,613,286,9,670,3,2526,2493,1754,56,31,4724,2608,31,21,52,94,76,9,294,670,2,739,54,79,76,1492,14,184,35,52,8,326,27,1059,1,834,1293,878,269,62,590,1069,91,57,1330,400,12,6,13,26,1059,16,819,1944,103,475,105,37,103,475,65,132,35,195,65,132,35,65,74,103,475,1
11,165,1,46,7,1621,58,11,165,5,159,345,4861,546,728,2,270,58,3,70,167,2589,8,39,134,4,251,2645,6,1060,816,11,165,5349,3,1109,9,7,12,8,25,17,826,36,17,7213,10,2590,125,18,39,4917,1466,11,34,96,17,1621,363,571,4804,59,286,86,467,86,9,7,1754,56,31,5528,7516,3907,31,5528,7516,9,219,4988,31,3484,906,59,9,17,194,56,8491,72,69,28,69,16,13,26,69,16,5508,5800,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,160,469,836,14,569,312,24,11,284,15,1424,3541,1671,651,34,318,386,86,2,5,7255,15,450,105,65,25,333,9,446,10,8,407,942,36,618,244,10,1289,597,340,15,1,1053,52,1282,3,3523,18,2289,639,1883,6,5118,360,385,1671,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
271,8,44,2995,92,1,750,1731,34,1503,12,104,8,159,353,22,1,480,226,1250,3,11,48,1,2746,10,3037,3473,2,166,209,2290,3,2628,25,247,63,1,235,942,8169,2,1,7939,8,6419,4779,235,107,105,37,235,107,287,16,195,1186,287,16,99,74,235,107,3367,2934,146,4293,2401,477,5268,1,834,125,4291,3,5763,1290,311,26,2401,16,2934,2401,16,235,107,105,37,235,107,287,16,195,1186,287,16,99,74,235,107,0
2118,140,67,1767,14,286,24,13,2118,8755,1664,1401,1112,13,2118,8755,6,1716,1799,31,41,13,31,31,1716,1664,31,41,1716,13,31,31,1716,1887,6,4949,211,211,4949,9084,6,411,10,7475,7,23,5603,11,66,5155,36,1,551,142,19,106,312,29,7,23,5155,66,3213,3,90,7336,5725,78,971,7336,5725,78,123,13,7336,5725,78,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,2746,5,538,497,2092,1,1268,28,18,1,243,51,270,5550,576,76,5331,293,7,5,533,295,4,12,34,19,601,4,6,589,4,1,2279,737,18,1,94,3,1,199,480,3,789,2047,3960,172,12,672,67,1035,8,67,1280,24,3,1,94,494,148,24,1,253,956,0
1436,6,9,2471,104,848,9,345,3,2039,91,127,142,19,1109,3,2522,6,1,272,769,1081,29,7,160,41,545,8,1109,11,77,2010,2,1092,57,375,484,44,9,460,557,27,3820,98,43,107,25,748,34,797,1,575,641,28,117,14,184,35,52,8,326,27,1059,1,834,1293,878,269,62,590,1069,91,57,1330,400,12,6,13,26,1059,16,819,1944,103,919,105,37,103,919,65,132,35,195,65,132,35,65,74,103,919,0
11,550,14,52,126,7,21,388,152,14,52,120,55,3013,2,216,60,310,82,22,139,21,46,4,118,1117,729,7,9,17,29,14,8,38,425,100,140,38,52,2,19,329,6,1,167,190,410,215,86,37,69,2,236,16,1492,14,184,35,52,8,326,27,1059,1,834,1293,878,269,62,590,1069,91,57,1330,400,12,6,13,26,1059,16,819,1944,103,475,105,37,103,475,65,132,35,195,65,132,35,65,74,103,475,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,47,32,387,7,77,50,817,73,94,2,401,7,21,616,10,7,14,52,6,425,100,79,76,2,257,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,1717,35,176,25,349,1132,95,5,30,2630,17,440,9184,9,7,24,1239,44,9,4646,7,34,1501,101,2,17,9184,3,629,63,314,6,9,6,17,2573,2336,4129,4041,885,255,31,956,41,385,3000,31,13,16,6725,7875,41,13,26,1777,16,1861,577,0
2730,432,432,719,637,28,13,716,16,986,772,28,716,5804,798,1,5560,3,1,1311,9,39,4951,3255,3999,5104,1,1268,336,6243,47,940,2387,6243,47,4,6906,3,62,7151,2071,46,8,32,1647,2387,7151,2071,7,130,24,4,488,5967,6266,2071,5872,8068,192,1,931,4,251,1081,4,1762,6266,2071,6991,5790,26,16,16,2,257,22,14,150,140,38,52,2,1316,257,1456,16,17,66,4,236,531,8,167,2,13,1038,236,16,340,589,0
399,1985,439,431,645,5,245,4,39,742,1633,9,632,795,42,202,43,11,521,130,2,259,32,14,198,990,36,24,1,60,433,439,22,155,1601,3,1498,1251,231,58,12,12,2874,19,5,462,706,469,351,7,32,998,15,990,3001,128,19,5,462,399,924,4143,661,661,1244,177,563,489,2633,2634,98,2635,148,3,311,1711,2636,2637,1950,1007,150,1496,219,1212,2638,102,404,404,136,37,105,37,13,65,296,35,99,74,136,37,0
0,0,0,0,0,130,2,96,5,258,3218,14,248,86,232,36,90,437,25,302,952,368,29,17,333,9,1,553,2,96,5,1087,1745,5,350,390,335,133,18,17,498,33,143,2,270,29,314,111,356,3,5,94,4947,57,79,473,140,86,17,154,295,471,1508,218,3,1,188,62,2,401,7,11,30,2054,1875,18,7,291,1131,484,2,19,329,22,14,105,37,100,410,215,6,1,167,3251,13,256,16,99,74,191,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,114,1,8283,9170,8,4185,15,7591,2655,28,190,81,6,1,4,1,157,7,20,1,703,5,1721,2,1768,12,36,106,1,4372,2,25,5074,10,1721,11,1819,1,1554,36,2859,1,668,63,5,1223,9,1,136,37,105,37,13,65,296,35,99,74,136,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,33,23,87,14,111,6,26,4781,16,15,1,12,1491,22,2,1886,403,118,565,1206,20,59,15,1,167,3,20,1570,18,12,21,53,20,2,1,462,2,909,101,11,3757,48,39,1014,365,1,511,10,51,155,75,20,51,147,1,1307,9,324,73,1,619,3,32,1,5330,13,16,43,5,8785,131,482,455,13,256,16,99,74,191,0
